,id,host_response_rate,accommodates,bathrooms,minimum_nights,availability_365,number_of_reviews,review_scores_rating,price,security_deposit,TV,Internet,Wifi,Heating,Air Conditioning,Cooking,Free Parking,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60,prpt_Apartment,prpt_Bed and breakfast,prpt_Boutique hotel,prpt_Condominium,prpt_Guest suite,prpt_House,prpt_Loft,prpt_Serviced apartment,prpt_Townhouse,prpt_others,distance_ts,price_label,rating_label,price_rating_label,group_label,predict_label
10816,20788446,100.0,2,1,1,302,60,87.0,58.0,0.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.274909503540469,1,1,11,3,3
10818,20788674,100.0,8,1,3,279,53,86.0,340.0,100.0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.5162067496128622,0,1,01,1,1
10821,20795736,100.0,4,1,1,226,88,90.0,192.0,500.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.5518897563863465,0,1,01,1,1
10824,20799199,100.0,2,1,2,61,8,100.0,250.0,500.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.865653986795186,0,0,00,0,0
10825,20799506,100.0,2,1,3,365,1,80.0,59.0,0.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.047349331918152,1,1,11,3,2
10826,20800988,100.0,2,1,1,163,5,100.0,55.0,150.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.99267746421916,1,0,10,2,2
10827,20801794,100.0,5,1,2,149,56,89.0,230.0,0.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.060978550524037,0,1,01,1,1
10835,20812956,50.0,4,1,2,179,3,100.0,183.0,1000.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.558422870372462,0,0,00,0,0
10841,20817614,91.0,1,1,4,90,8,73.0,45.0,100.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.73901079663749,1,1,11,3,3
10844,20819116,100.0,3,1,2,138,139,91.0,69.0,0.0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10.614913124759651,1,1,11,3,3
10854,20828838,100.0,5,1,3,194,86,83.0,245.0,0.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.2351752232531201,0,1,01,1,1
10855,20829055,70.0,6,2,30,27,1,80.0,350.0,1500.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.8091058169834987,0,1,01,1,0
10865,20844601,100.0,2,1,1,329,26,89.0,50.0,250.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.061757978329448,1,1,11,3,3
10870,20849320,100.0,1,1,1,240,16,91.0,60.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.099384616802153,1,1,11,3,3
10879,20864878,100.0,4,1,2,305,31,86.0,200.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.5708180269508143,0,1,01,1,1
10887,20876208,82.0,2,1,1,31,75,89.0,59.0,0.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.187586241748802,1,1,11,3,3
10888,20881488,70.0,4,1,2,133,3,100.0,250.0,500.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.812071335734768,0,0,00,0,0
10889,20883200,100.0,7,1,2,239,58,89.0,350.0,750.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.7220921771920223,0,1,01,1,1
10890,20883446,100.0,2,1,2,0,2,100.0,47.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.409284763322432,1,0,10,2,2
10891,20886177,100.0,3,1,3,0,10,84.0,55.0,0.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.35315493499964,1,1,11,3,3
10899,20897348,100.0,6,1,5,140,63,88.0,349.0,250.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.2892325217737142,0,1,01,1,1
10902,20898536,77.0,5,1,1,80,7,100.0,200.0,0.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.981323928082112,0,0,00,0,0
10903,20900400,100.0,4,1,2,1,5,100.0,210.0,1500.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.847367999572616,0,0,00,0,0
10906,20900984,100.0,4,1,2,53,36,100.0,525.0,0.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.4507949250780285,0,0,00,0,1
10908,20903227,100.0,3,1,2,0,2,90.0,51.0,100.0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.1605349359596255,1,1,11,3,2
10910,20910700,100.0,4,1,4,325,51,91.0,210.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.173095680002827,0,1,01,1,1
10917,20914711,100.0,4,1,5,342,5,100.0,250.0,1000.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.917301698051082,0,0,00,0,0
10927,20926888,100.0,8,2,5,169,17,91.0,370.0,500.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.558108732092201,0,1,01,1,1
10938,20943288,60.0,2,1,7,0,6,88.0,200.0,0.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.105179830025618,0,1,01,1,0
10941,20947287,50.0,4,1,1,179,9,90.0,60.0,100.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.01742697903408,1,1,11,3,3
10944,20948411,100.0,1,1,1,82,5,100.0,60.0,0.0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.687940693849617,1,0,10,2,2
10945,20949050,67.0,2,1,2,179,2,100.0,30.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.182059023895278,1,0,10,2,2
10954,20959744,100.0,2,1,3,23,7,100.0,290.0,500.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10918254974586143,0,0,00,0,0
10975,20982257,100.0,2,1,2,79,2,100.0,53.0,0.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13.150651359194008,1,0,10,2,2
10983,20990770,100.0,1,2,300,365,21,91.0,54.0,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.466667106190429,1,1,11,3,3
10985,20992027,100.0,4,1,2,10,45,100.0,300.0,500.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.937222411208452,0,0,00,0,0
10988,20994771,100.0,6,1,1,0,3,100.0,285.0,0.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.943748583241117,0,0,00,0,0
11002,21010714,100.0,4,2,3,257,13,100.0,700.0,0.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.2950259960917005,0,0,00,0,0
11006,21011466,100.0,2,1,1,160,11,100.0,200.0,500.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.5595297051194885,0,0,00,0,0
11011,21013499,100.0,2,1,1,365,35,87.0,55.0,100.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14.059190816783948,1,1,11,3,3
11027,21030077,100.0,4,1,1,90,10,78.0,46.0,100.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.433971009879194,1,1,11,3,3
11035,21044649,100.0,1,1,2,129,4,100.0,42.0,0.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15.675385338395634,1,0,10,2,2
11037,21044970,95.0,6,1,1,120,1,100.0,349.0,399.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.714719994038804,0,0,00,0,0
11038,21045451,75.0,1,1,4,87,4,100.0,55.0,100.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.327359491234574,1,0,10,2,2
11041,21047121,83.0,16,3,3,231,33,91.0,1177.0,1000.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4374687420999797,0,1,01,1,1
11042,21053044,100.0,3,1,2,90,1,100.0,33.0,150.0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.25821922144849,1,0,10,2,2
11043,21053432,100.0,2,1,2,201,2,100.0,38.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.86805272874066,1,0,10,2,2
11045,21054217,100.0,6,2,2,53,30,100.0,690.0,800.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.3377822087796367,0,0,00,0,1
11048,21056653,74.0,1,2,1,241,42,89.0,55.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.335437969844427,1,1,11,3,3
11049,21056691,74.0,1,2,1,259,48,88.0,58.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.3186752811296065,1,1,11,3,3
11060,21076625,100.0,1,1,6,365,7,100.0,65.0,0.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.163721649512713,1,0,10,2,3
11064,21080763,100.0,4,1,30,341,3,100.0,185.0,5000.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0802159768617434,0,0,00,0,0
11071,21090094,100.0,1,1,1,37,35,91.0,40.0,0.0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.806621581624988,1,1,11,3,3
11086,21108347,100.0,3,2,30,365,2,80.0,185.0,1000.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.992490701720847,0,1,01,1,0
11091,21111912,100.0,5,2,30,75,5,100.0,350.0,250.0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.042844593198861,0,0,00,0,0
11099,21122097,100.0,1,1,15,315,4,85.0,30.0,0.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.3235271052447,1,1,11,3,3
11103,21133187,100.0,4,2,30,279,3,87.0,185.0,1000.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.1450701339892237,0,1,01,1,0
11105,21133947,93.0,8,2,30,356,3,100.0,195.0,0.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.9970740230798016,0,0,00,0,0
11108,21138538,90.0,6,1,2,327,23,91.0,0.0,250.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.1139745139842767,1,1,11,3,1
11110,21138717,90.0,2,3,30,178,13,91.0,275.0,1000.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.6485308715760563,0,1,01,1,3
11113,21139009,93.0,6,2,30,260,3,100.0,250.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.9152024757862287,0,0,00,0,0
11115,21139175,100.0,6,1,3,294,10,80.0,200.0,100.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11.87819336947294,0,1,01,1,0
11117,21139389,93.0,6,1,30,339,3,100.0,250.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.5773653608701517,0,0,00,0,0
11122,21140951,100.0,7,2,30,292,3,100.0,290.0,0.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.900880820679516,0,0,00,0,0
11128,21149773,70.0,6,0,1,119,60,90.0,60.0,150.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.825063169325782,1,1,11,3,3
11138,21160255,93.0,5,1,30,356,2,100.0,207.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.9225232046441276,0,0,00,0,0
11143,21171230,100.0,1,1,30,365,7,91.0,47.0,100.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.491184063723164,1,1,11,3,3
11147,21173219,100.0,6,1,2,352,4,70.0,241.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.7920341954690795,0,1,01,1,1
11151,21174693,100.0,2,1,8,248,5,84.0,59.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13.120514880981,1,1,11,3,2
11156,21182491,100.0,3,1,28,149,4,90.0,65.0,0.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.368692753842527,1,1,11,3,2
11158,21183975,100.0,2,1,1,365,7,60.0,40.0,200.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13.090508505100665,1,1,11,3,3
11162,21185085,100.0,11,2,5,210,56,87.0,500.0,400.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.36302362253444,0,1,01,1,1
11164,21185448,100.0,1,1,5,42,11,89.0,37.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.869246445198637,1,1,11,3,3
11169,21190325,100.0,1,1,5,0,2,100.0,55.0,100.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.216683307899281,1,0,10,2,2
11174,21192066,100.0,2,1,30,298,5,80.0,45.0,200.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13.094412883042331,1,1,11,3,3
11175,21197268,100.0,2,1,1,258,4,100.0,60.0,0.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.301608647813588,1,0,10,2,2
11176,21199546,100.0,4,1,20,63,2,100.0,220.0,500.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.406503325365334,0,0,00,0,0
11181,21202242,100.0,2,2,2,89,18,83.0,54.0,0.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.235864393412195,1,1,11,3,3
11185,21205294,100.0,3,1,3,365,4,100.0,52.0,0.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.575629866835772,1,0,10,2,3
11186,21205374,100.0,2,1,9,90,4,100.0,185.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.274198546105173,0,0,00,0,0
11190,21212060,100.0,15,2,1,89,4,100.0,600.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.35881002002782,0,0,00,0,0
11191,21212732,100.0,4,1,1,217,80,82.0,189.0,0.0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.906852999606916,0,1,01,1,1
11195,21213775,100.0,2,1,1,163,5,100.0,50.0,150.0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.027546487044514,1,0,10,2,2
11201,21218878,90.0,2,1,1,128,50,87.0,60.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.808039188546728,1,1,11,3,3
11215,21233255,86.0,2,1,3,0,10,82.0,60.0,200.0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.125989477235757,1,1,11,3,3
11216,21233664,71.0,9,1,1,363,4,100.0,447.0,1000.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.4910759678464367,0,0,00,0,0
11220,21242318,100.0,2,2,11,11,4,90.0,65.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.082192949653267,1,1,11,3,2
11222,21243337,96.0,5,1,2,3,35,90.0,190.0,100.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.274233340967597,0,1,01,1,1
11230,21251256,96.0,4,3,1,287,72,69.0,45.0,100.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.574635032642617,1,1,11,3,3
11235,21253893,100.0,2,1,1,54,7,100.0,69.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.337674131072431,1,0,10,2,3
11237,21254718,100.0,5,1,3,28,1,100.0,339.0,1500.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.534508517931481,0,0,00,0,0
11239,21255823,100.0,8,2,30,251,2,100.0,475.0,2500.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.7337701034844792,0,0,00,0,0
11241,21259596,100.0,8,2,4,306,28,100.0,850.0,0.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.3633630504703684,0,0,00,0,0
11243,21259931,0.0,4,1,3,285,4,85.0,195.0,250.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.648794053589777,0,1,01,1,1
11245,21263008,100.0,10,4,4,217,7,100.0,1300.0,0.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.463350770436641,0,0,00,0,0
11249,21263872,100.0,4,1,3,2,1,100.0,45.0,250.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.239924189841828,1,0,10,2,0
11262,21274082,97.0,8,1,2,257,44,79.0,300.0,750.0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.764315468707544,0,1,01,1,1
11264,21274330,100.0,7,3,5,23,1,100.0,820.0,1500.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.980350296806124,0,0,00,0,0
11266,21274877,100.0,6,1,2,137,68,91.0,199.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5862343796705319,0,1,01,1,1
11273,21278841,92.0,5,1,3,207,44,83.0,245.0,120.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.7888255473197786,0,1,01,1,1
11278,21281339,50.0,1,1,2,88,9,91.0,40.0,300.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.214331072777874,1,1,11,3,3
11281,21282732,100.0,1,1,30,357,1,100.0,40.0,0.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.041874685285195,1,0,10,2,2
11282,21283267,93.0,2,1,1,317,14,91.0,69.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.4173409293576125,1,1,11,3,3
11287,21291569,100.0,3,6,30,365,1,100.0,0.0,0.0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.940006141210949,1,0,10,2,2
11291,21292185,100.0,3,6,30,365,2,80.0,29.0,0.0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9.425944967544897,1,1,11,3,3
11294,21294704,90.0,2,1,4,3,21,88.0,40.0,250.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.562496328092935,1,1,11,3,3
11295,21295334,100.0,4,1,7,31,1,100.0,250.0,500.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.201102896562664,0,0,00,0,0
11296,21295942,100.0,4,2,4,153,11,100.0,265.0,500.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.424104297077898,0,0,00,0,0
11299,21296518,93.0,2,1,2,317,5,80.0,50.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.292413668537035,1,1,11,3,3
11303,21299656,82.0,2,1,2,90,3,73.0,40.0,100.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.735459085241006,1,1,11,3,2
11308,21306457,100.0,4,1,1,42,62,91.0,65.0,300.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.924533869381648,1,1,11,3,3
11309,21307055,100.0,1,1,10,43,2,100.0,60.0,0.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.436589335653672,1,0,10,2,2
11323,21314338,90.0,1,1,3,71,22,88.0,40.0,0.0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.7292111564357833,1,1,11,3,3
11331,21327397,100.0,1,1,1,358,3,100.0,37.0,200.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.178601534958506,1,0,10,2,3
11335,21340451,90.0,1,1,3,47,20,88.0,48.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.609602150632124,1,1,11,3,3
11337,21344179,0.0,2,1,3,365,5,84.0,188.0,500.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.086089488967901,0,1,01,1,1
11339,21346376,90.0,2,1,31,131,6,100.0,249.0,500.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7260508375813323,0,0,00,0,0
11353,21357424,100.0,4,1,5,33,13,100.0,200.0,0.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.810597433876982,0,0,00,0,3
11358,21364473,80.0,2,1,4,0,7,83.0,69.0,0.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.207192103637114,1,1,11,3,0
11359,21364872,100.0,2,1,3,0,5,100.0,60.0,0.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.634074803310492,1,0,10,2,2
